x y
299.86364455538046 301.4195372005236
99.86758287338789 193.9407961697424
1401.7559546357613 1508.5783409982828
1109.0901192017475 1090.0643775148462
689.0581835631676 801.3380571135064
1396.0054868822715 1497.6155364264644
94.83486358322318 212.90929832390185
201.89015475141844 1208.8048982296878
273.95122391199374 305.30147537723855
197.27981389414427 1196.5607694960045
508.98988221241933 1294.0636819977985
197.6710558211312 1205.9523128831058
96.17473544848278 200.8691546459371
299.76427395408587 301.139978546059
498.3583313517669 1311.36576384588
695.4117840237959 795.7149798311589
503.1903766112364 1289.9856422261528
92.77938368478077 194.47608357169642
810.358028981863 105.67802407216064
1007.4259728492397 408.814363009405
494.4157318024464 1289.681956854234
810.9462162664896 106.39691488396639
100.79631049297382 206.30965673340552
1085.6914787503881 1096.1792918029107
278.79947285278797 294.66083941898563
730.5459120371062 795.9869194709146
797.2512655128505 98.93142413335255
88.41894750583847 213.64807205659528
495.41465082026514 1305.5067611252941
1392.2254654499732 1483.3494036812788
1020.189531818601 392.2947214987918
1106.3259615076508 1098.409498159285
690.6526894563782 795.2781035760361
313.8552772489372 301.94792529577813
1096.1199275662032 1098.3599600795083
502.655314873728 1317.8769601633448
1004.82437448957 396.13577799029383
500.32488734569205 1295.5951759887207
1394.4162015955947 1503.5761008528852
201.67378650232897 1202.0148500073208
515.304375127314 1297.8247178438407
1101.7100078740266 1103.430808785476
711.0744071605061 819.0180638593572
206.04220611617927 1194.932471165411
1397.0692174260657 1481.9135028463422
1394.8223814045384 1475.9515398960796
695.0575295812106 794.5137199764044
1092.3209619035476 1100.9197190944353
296.6084967613148 307.2050120560426
507.81631072211184 1290.6885823608213
179.20060428514006 1203.69841142368
799.8882981423958 104.3856564274033
495.6796170532715 1296.0504681515613
206.88623714663677 1201.6268868267039
1014.3048579986765 390.5602484849569
801.704144354004 86.10119869708085
706.0547314237422 796.1360360026407
797.4456373703953 88.43481502028658
316.28132738910926 282.1568493754
800.8261275346271 86.75753389363481
1384.3303331221264 1518.5027876794106
108.76353901868316 207.58061667953368
998.3000380730133 400.83417409731766
806.6425286479788 114.88976958036264
1101.2585269104875 1096.0128605699922
806.6162188783971 105.72489294432394
1107.3539054164582 1107.5506758173
694.8731472663993 782.9806186512037
806.0404922259776 94.79533026914994
101.25560546582957 180.93283157633797
991.5594853502323 399.4610709658854
1108.78382864659 1108.533701740825
1023.0505841113185 399.5717891797644
288.4387374253302 290.06922376555696
298.07380457595394 308.22109197743924
291.7923055896908 313.17892660778637
1410.609334343212 1492.5674808395822
112.06925117418362 203.4423983676726
201.38624624234518 1204.7692195872069
206.06936966588637 1200.7216089592673
992.7890022118241 407.81488101580965
1403.450966371826 1497.3084168374874
700.1701991632721 804.5095257634533
191.81221045854812 1193.6338367819508
984.9310817776213 409.88146094778824
1401.5292301629122 1496.5615869330534
993.8545299212177 383.92757742736524
722.8913541964265 789.5408612683096
107.82730533173647 192.01199144028033
1095.0322266195574 1095.875594174922
